N;Logo;Channel;Watch time (mins);Stream time (mins);Peak viewers;Average viewers;Followers;Partnered;Mature;Language;mes;anyo
48;https://static-cdn.jtvnw.net/jtv_user_pictures/52f52882-d866-4377-adca-dcfbc5255a4a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;kcenvivo;389955;435;5713;896;50196;true;false;Spanish;2;2022
49;https://static-cdn.jtvnw.net/jtv_user_pictures/f269db91-96f0-4bf9-ab75-b55b4a964fe9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElChubbyTv;388380;675;1754;575;40057;false;false;Spanish;2;2022
50;https://static-cdn.jtvnw.net/jtv_user_pictures/e3d1d5da-bcb3-47ed-9825-8be7556ce18c-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;mancuer91;364245;1515;957;240;47102;true;false;Spanish;2;2022
51;https://static-cdn.jtvnw.net/jtv_user_pictures/8e98eac7-bc7d-45c5-9b89-069e66c66ae7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;mejoratupadel;353340;1410;430;251;21172;true;false;Spanish;2;2022
52;https://static-cdn.jtvnw.net/jtv_user_pictures/2a1087f3-789a-434f-b5a0-217cc29882f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Boca_Net12;323415;1425;528;227;3464;true;false;Spanish;2;2022
53;https://static-cdn.jtvnw.net/jtv_user_pictures/cd4c3665-229f-41bd-aa01-7d5c267536fb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Sergioyco;322140;3090;178;104;910;true;false;Spanish;2;2022
54;https://static-cdn.jtvnw.net/jtv_user_pictures/b09c0fe7-994d-4e55-b84c-644acac6467e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;NicoAbadTV;310335;2835;608;109;18264;true;false;Spanish;2;2022
55;https://static-cdn.jtvnw.net/jtv_user_pictures/7d16fb4ce0ded445-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;FlexZ;309330;1050;756;295;355637;true;false;Spanish;2;2022
56;https://static-cdn.jtvnw.net/jtv_user_pictures/b9ba7141-634c-4842-9b32-4936a00ca5ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;GxlDePaulinho;308670;600;1089;514;8567;true;false;Spanish;2;2022
57;https://static-cdn.jtvnw.net/jtv_user_pictures/d65affb6-fbfb-4be4-a8ce-7f28ce7a9d00-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;noe9977;292395;765;1023;382;284012;true;false;Spanish;2;2022
58;https://static-cdn.jtvnw.net/jtv_user_pictures/049c8575-d9f2-4db2-a3da-0f2ec36fb588-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Rodriguez;284415;1815;337;157;4758;true;false;Spanish;2;2022
59;https://static-cdn.jtvnw.net/jtv_user_pictures/dc30d56e-ff26-4e83-87f8-d9dbb9ad85be-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PapiGaviTV;268845;135;2937;1991;813189;true;false;Spanish;2;2022
60;https://static-cdn.jtvnw.net/jtv_user_pictures/26352ada-0b6e-46bf-bd0d-cbd8922110ca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;postunited;267345;2220;589;120;29617;true;false;Spanish;2;2022
61;https://static-cdn.jtvnw.net/jtv_user_pictures/5fd5bde6-c9d1-4c41-8038-d5de3667ad14-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;nanosecso;256185;285;3208;899;7588;true;false;Spanish;2;2022
62;https://static-cdn.jtvnw.net/jtv_user_pictures/07fbc74c-cc9f-4665-a891-b4f2320c9191-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;shelao;255615;330;1749;775;240385;true;false;Spanish;2;2022
63;https://static-cdn.jtvnw.net/jtv_user_pictures/f5e3bf79-16f4-4d4a-9dda-0889f43c84fe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;nil3alemany;255030;4140;233;62;2782;false;false;Spanish;2;2022
64;https://static-cdn.jtvnw.net/jtv_user_pictures/5b33a95b-29cd-45f5-a004-8ab5bfee4bfd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;tiempodejuegocope;254550;1020;1382;250;8670;false;false;Spanish;2;2022
65;https://static-cdn.jtvnw.net/jtv_user_pictures/1d056e37-f869-4bbf-867d-fe6d7d0b1efe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;davisuuarez2;253995;1500;545;169;38216;true;false;Spanish;2;2022
66;https://static-cdn.jtvnw.net/jtv_user_pictures/eb0791ad-e811-434c-852d-0236c1d9050a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MARCAvalladolid;253080;1395;387;181;2264;true;false;Spanish;2;2022
67;https://static-cdn.jtvnw.net/jtv_user_pictures/8a2b0823-33a2-43af-8176-a33505eef7cc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TrescoBall;237795;630;898;377;87139;false;false;Spanish;2;2022
68;https://static-cdn.jtvnw.net/jtv_user_pictures/743f0bf4-6370-4aa6-adba-a90933e63687-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;AdriContreras4;230310;1245;423;185;101689;true;false;Spanish;2;2022
69;https://static-cdn.jtvnw.net/jtv_user_pictures/b305216d-455c-4574-8b91-f05624066e35-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;franmerinonba;222075;3210;338;69;3164;true;false;Spanish;2;2022
70;https://static-cdn.jtvnw.net/jtv_user_pictures/dc161391-85e5-4b8a-bb18-4f390ab9b50b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RallyCast;221055;1530;272;144;2138;true;false;Spanish;2;2022
71;https://static-cdn.jtvnw.net/jtv_user_pictures/7c4866ee-135a-4162-b94d-2d62f04ef8ae-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JoseCarrasco_98;213945;1980;192;108;9351;true;false;Spanish;2;2022
72;https://static-cdn.jtvnw.net/jtv_user_pictures/889ce143-6de9-421e-afe8-1e9a09ade633-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElChiringon;211815;3540;178;60;7217;true;false;Spanish;2;2022
73;https://static-cdn.jtvnw.net/jtv_user_pictures/b01e3353-7cc9-409e-b37e-4973eacba88a-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;fonsbg;206475;1590;331;130;12750;true;false;Spanish;2;2022
74;https://static-cdn.jtvnw.net/jtv_user_pictures/d3843d1c-d6ce-4b4d-8fae-3b2d35f37949-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TioJocker_play;204345;2715;236;75;4034;true;false;Spanish;2;2022
75;https://static-cdn.jtvnw.net/jtv_user_pictures/9a2e6b54-50b9-4761-9c0b-d092b5f080ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;werevertumorro;196395;390;915;504;300478;true;false;Spanish;2;2022
76;https://static-cdn.jtvnw.net/jtv_user_pictures/d1dcb27f-1a0d-483b-ae52-7a2aed4a9e32-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;latinmedia;179385;5790;489;31;1150;false;false;Spanish;2;2022
77;https://static-cdn.jtvnw.net/jtv_user_pictures/1041bb23-52fe-433d-8047-18be9e03d4ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;OmexOfficial;179250;135;1757;1328;24598;true;false;Spanish;2;2022
78;https://static-cdn.jtvnw.net/jtv_user_pictures/c6f4f2b2-7b92-4b43-ba93-e21e48af8db2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JuegoBalon;177885;1890;205;94;6911;true;false;Spanish;2;2022
79;https://static-cdn.jtvnw.net/jtv_user_pictures/69ee9ae9-17c6-4847-828d-f580e79129a8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;inie8tazo;177255;3000;182;59;10451;true;false;Spanish;2;2022
80;https://static-cdn.jtvnw.net/jtv_user_pictures/570e509f-6851-4a35-880a-054053871f0b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaLiga;168765;960;841;176;33683;false;false;Spanish;2;2022
81;https://static-cdn.jtvnw.net/jtv_user_pictures/7638c257-d0d5-4643-9150-cab8a2e1f37b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MinusBan;164595;3930;110;42;13877;false;false;Spanish;2;2022
82;https://static-cdn.jtvnw.net/jtv_user_pictures/32770823-4e69-48f9-8450-11a648a10bb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaResistenciaDelPalau;163860;1470;243;111;3487;false;false;Spanish;2;2022
83;https://static-cdn.jtvnw.net/jtv_user_pictures/06aa6eb3-29c7-44d7-905d-46bc35954eec-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MDS_ALRITMO;163485;165;1289;991;93245;true;false;Spanish;2;2022
84;https://static-cdn.jtvnw.net/jtv_user_pictures/71ebd849-08f8-4915-aeff-f60bdd59d707-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;emilianocandido;157575;1215;368;130;8066;true;true;Spanish;2;2022
85;https://static-cdn.jtvnw.net/jtv_user_pictures/0863a784-e4b5-46ac-8ece-56151632fbc2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;BarcaHoy;152490;2205;157;69;6156;false;false;Spanish;2;2022
86;https://static-cdn.jtvnw.net/jtv_user_pictures/c736cfc3-6b55-4a6b-9c34-9c5b1e87964d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sergio123pnz;151515;1755;167;86;1612;false;false;Spanish;2;2022
87;https://static-cdn.jtvnw.net/jtv_user_pictures/0d5fba30-2b2e-4c05-a747-cc51af826c90-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LeoCarranza99;146910;1425;339;103;2184;true;false;Spanish;2;2022
88;https://static-cdn.jtvnw.net/jtv_user_pictures/tonacho-profile_image-b9fc63658b3d1c5b-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;tonacho;145890;1320;403;111;175744;true;true;Spanish;2;2022
89;https://static-cdn.jtvnw.net/jtv_user_pictures/2d5542be-90a0-4162-b58a-dda01e2f267d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;marcosfutfem;143700;2385;186;60;1059;false;false;Spanish;2;2022
90;https://static-cdn.jtvnw.net/jtv_user_pictures/eeffc559-a3f7-4f34-863c-a2218a99ce48-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elopi23;131010;945;307;139;20458;true;false;Spanish;2;2022
91;https://static-cdn.jtvnw.net/jtv_user_pictures/da0e8ae5-bf7e-4d27-9501-795bf985af87-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;BalonesFueraSDH;126150;855;236;148;918;false;false;Spanish;2;2022
92;https://static-cdn.jtvnw.net/jtv_user_pictures/7c9204a4-2e91-42e9-a66d-c2f8bd25b010-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PEDROPUGA7;124380;2445;436;51;22269;true;false;Spanish;2;2022
93;https://static-cdn.jtvnw.net/jtv_user_pictures/95871fa6-77a6-4c25-8be9-f41d34b7419d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Basket365;121470;1425;271;85;1608;false;false;Spanish;2;2022
94;https://static-cdn.jtvnw.net/jtv_user_pictures/c55f3f0a-a380-4bc7-b277-02c7ff08e748-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;masquepelotastv;120405;1275;302;94;9393;true;false;Spanish;2;2022
95;https://static-cdn.jtvnw.net/jtv_user_pictures/5e56f8d7-8f39-447c-a871-d85858b1e0c6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;AlejandroB2B;119655;975;449;123;2981;false;false;Spanish;2;2022
96;https://static-cdn.jtvnw.net/jtv_user_pictures/1831cf3c-b252-4ec8-b4c4-b0f801ededcb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;taf_life;119355;2010;239;59;25836;false;false;Spanish;2;2022
97;https://static-cdn.jtvnw.net/jtv_user_pictures/44da208f-476b-4e5f-b50b-c1ff594130c3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;FutbolerosTV;118620;3210;189;37;10507;false;false;Spanish;2;2022
98;https://static-cdn.jtvnw.net/jtv_user_pictures/ad571210-8000-416b-92ae-8b2ae32a9cdb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;conragen;116865;450;567;260;83588;true;false;Spanish;2;2022
99;https://static-cdn.jtvnw.net/jtv_user_pictures/1e0d799d-4989-4a04-a443-11828f602e20-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;iratiprat;115545;2145;104;54;3238;false;false;Spanish;2;2022
100;https://static-cdn.jtvnw.net/jtv_user_pictures/9a8b5b6d-8647-4935-a036-cbc280d5796a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RafaelEscrig;114120;945;268;121;39769;true;false;Spanish;2;2022
1;https://static-cdn.jtvnw.net/jtv_user_pictures/d78d234a-f0b8-4805-96b1-d7bdf573e6c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElChiringuitoTV;52575150;13020;55234;4038;641561;true;false;Spanish;3;2022
2;https://static-cdn.jtvnw.net/jtv_user_pictures/574228be-01ef-4eab-bc0e-a4f6b68bedba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ibai;28034610;315;142198;88999;9715992;true;false;Spanish;3;2022
3;https://static-cdn.jtvnw.net/jtv_user_pictures/49bdc39f-4b83-491b-8b99-8719ed8faca9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;gerardromero;27646275;9345;11774;2958;89563;true;false;Spanish;3;2022
4;https://static-cdn.jtvnw.net/jtv_user_pictures/b0d9b115-cd55-4197-a551-cfd9ddfd1296-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SoyMotor;16901445;5370;12075;3147;78609;true;false;Spanish;3;2022
5;https://static-cdn.jtvnw.net/jtv_user_pictures/77394e1d-c9dd-43ee-9d96-ea6797b1eb45-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;chiringuitodejug3;15647955;3390;20657;4616;40535;false;false;Spanish;3;2022
6;https://static-cdn.jtvnw.net/jtv_user_pictures/dc3dbbf9-bc8e-4506-93ed-43061eb9007e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;rubenmartinweb;12028515;4680;8761;2570;126974;true;false;Spanish;3;2022
7;https://static-cdn.jtvnw.net/jtv_user_pictures/5090c139-6fd2-4efa-bf9b-1ccf17170491-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;valentisanjuan;9594180;9600;4604;999;142638;true;false;Spanish;3;2022
8;https://static-cdn.jtvnw.net/jtv_user_pictures/de415b32-397c-4e63-baa4-ea88c07723dc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;futbol_liits;6905880;3300;12825;2093;1;false;false;Spanish;3;2022
9;https://static-cdn.jtvnw.net/jtv_user_pictures/e504ebd7-7605-4208-9de3-66e28baffa8f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sirolopez56;6351510;4575;14845;1388;207251;true;false;Spanish;3;2022
10;https://static-cdn.jtvnw.net/jtv_user_pictures/fab73bf0-54e5-44b1-8fcf-25c960d73dbd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elyihi;6233175;4965;6751;1255;27341;true;false;Spanish;3;2022
11;https://static-cdn.jtvnw.net/jtv_user_pictures/5fccae4c-6bc1-4bdf-a082-240d223932f5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PapaBuyer;5567655;5940;9686;937;261724;true;false;Spanish;3;2022
12;https://static-cdn.jtvnw.net/jtv_user_pictures/78efa317-cd66-4b9a-8e92-ad856c86d05f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;2010misterchip;4963875;4245;6874;1169;66694;true;false;Spanish;3;2022
13;https://static-cdn.jtvnw.net/jtv_user_pictures/bada5a91-4dcf-4c8e-aae9-69e608d17cbe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elchiringuitodejug1;3769875;1425;5868;2646;4387;false;false;Spanish;3;2022
14;https://static-cdn.jtvnw.net/jtv_user_pictures/f8f5d294-5210-4e5d-a920-7570906eb34e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Futbol_Fantasy;3153330;2160;4544;1460;9529;true;false;Spanish;3;2022
15;https://static-cdn.jtvnw.net/jtv_user_pictures/a15b3014-b0c0-4265-87b9-1b3362c041cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;jonfer1;2119395;6690;4654;317;20966;true;false;Spanish;3;2022
16;https://static-cdn.jtvnw.net/jtv_user_pictures/7fb4bdcc-e590-4ff7-b2bc-76e1532ddeb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;DiarioMARCA;2021865;2160;8017;936;9877;true;false;Spanish;3;2022
17;https://static-cdn.jtvnw.net/jtv_user_pictures/74e7562e-4314-481a-b192-97d1fd8e21a7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;DiarioSport;1867305;255;19805;7323;1403;false;false;Spanish;3;2022
18;https://static-cdn.jtvnw.net/jtv_user_pictures/8c3b4fda-260b-41f5-ac30-6d79ac1c267b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TNTSportsAR;1865490;4725;2955;395;98916;true;false;Spanish;3;2022
19;https://static-cdn.jtvnw.net/jtv_user_pictures/df55a5fc-088d-4465-b48a-d45736ec52cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ByDiegoX10;1778475;2355;3350;755;129291;true;false;Spanish;3;2022
20;https://static-cdn.jtvnw.net/jtv_user_pictures/fa358ea9-6b60-464a-bc56-3c088f218401-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elreyguiri_f1;1677720;1365;2365;1229;109915;true;false;Spanish;3;2022
21;https://static-cdn.jtvnw.net/jtv_user_pictures/aac9d1e5-725e-438c-9cf3-ac75ba1a8991-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RealMadrid;1649715;1590;3775;1038;272648;true;false;Spanish;3;2022
22;https://static-cdn.jtvnw.net/jtv_user_pictures/570e509f-6851-4a35-880a-054053871f0b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaLiga;1572495;2055;3541;765;35425;false;false;Spanish;3;2022
23;https://static-cdn.jtvnw.net/jtv_user_pictures/028603bb-93ea-45d7-aa0e-f4c76dcc8d7a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TeamDUX;1566225;3405;4446;460;188995;true;false;Spanish;3;2022
24;https://static-cdn.jtvnw.net/jtv_user_pictures/01cafc14-0477-4f4d-a4d1-655058922ff6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Spursito;1478715;630;4885;2347;957082;true;false;Spanish;3;2022
25;https://static-cdn.jtvnw.net/jtv_user_pictures/8bc5a933-2d10-49c3-8fd7-85975ac6bc30-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PlanetaNBA;1264440;5055;4292;250;9838;true;false;Spanish;3;2022
26;https://static-cdn.jtvnw.net/jtv_user_pictures/4768cde5-29ff-4235-ad83-7f171116fa02-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;carlos_bosch;1210995;13185;282;92;3620;true;false;Spanish;3;2022
27;https://static-cdn.jtvnw.net/jtv_user_pictures/376cac2d-ca55-4d9f-ba1d-5d16547a55f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;senen98;1183485;6435;929;184;17233;true;false;Spanish;3;2022
28;https://static-cdn.jtvnw.net/jtv_user_pictures/685db141-6172-4ca7-9c61-e009093f2d24-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaGradaSports;1181565;3390;781;349;3186;true;false;Spanish;3;2022
29;https://static-cdn.jtvnw.net/jtv_user_pictures/a3f8c17b-fa51-4e3e-a116-03fbe68e85b2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;WorldPadelTour;1020870;930;2538;1098;55544;false;false;Spanish;3;2022
30;https://static-cdn.jtvnw.net/jtv_user_pictures/5b33a95b-29cd-45f5-a004-8ab5bfee4bfd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;tiempodejuegocope;1011495;3135;1083;323;11264;false;false;Spanish;3;2022
31;https://static-cdn.jtvnw.net/jtv_user_pictures/382dedff-ff48-4791-94c6-310f0c0e98e5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MiguelAngelRomanTV;944580;4830;609;196;10202;true;false;Spanish;3;2022
32;https://static-cdn.jtvnw.net/jtv_user_pictures/3aa1b99e-10d8-4739-b6d7-4c6a7e6b02e1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CatarsisXeneize;940875;1680;1494;560;5630;true;false;Spanish;3;2022
33;https://static-cdn.jtvnw.net/jtv_user_pictures/351639f2-59ec-4bc4-9fc9-e8f9d9da7035-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;VictorPalaciosDirectos;923175;2940;3023;314;22805;true;false;Spanish;3;2022
